0,034825994	-0,17711446	-3,063358261
0,277461628	-0,948160932	-2,924540552
-1,197560138	0,003587688	2,887464401
-0,902595434	-0,082914247	-2,879975142
0,083691611	-1,51130802	2,746243157
-1,090945377	-0,647333285	-2,487335066
0,363175753	1,111004172	-0,882254601
-0,737084298	-0,79212504	-1,401247422
-0,049327114	-0,874021173	0,020721706
-0,904893651	0,137994632	-1,038841683
-0,117661016	-0,961373307	-1,732633194
0,220259559	-0,896005193	-1,660365972
0,530073218	0,73907697	-1,467932975
-0,030964218	0,849953232	0,056919612
-0,600274897	0,730793923	0,536038646
-0,11281244	0,00724881	0,02418327
-0,078133237	-0,974407845	0,018095971
-0,035505798	0,670350509	0,035700335
