74,33459608	64,21499989	282,7377248
82,07238662	41,32416136	292,6963742
58,17978643	63,00276238	382,8818007
75,21028848	58,1943264	302,7705414
97,03107138	47,61209604	270,7211343
96,30778884	7,682146313	355,664688
44,84587042	44,29541496	452,5504001
101,9760967	85,85274625	304,3398688
-36,1376822	29,70046012	473,4090167
-12,88696375	-0,475414608	449,6917336
-75,80420822	64,5942499	342,9699572
-134,28768	-70,55332669	335,4070321
-47,90811608	55,93251967	377,638921
35,07152743	75,85789204	257,0221441
-101,6363081	69,8119315	275,2417401
-60,4932623	51,03219558	438,7406799
-18,26719934	-71,57658823	452,9697644
-53,60522906	-84,72039965	471,1593742
9,836388153	-56,61381384	483,9479349
-110,500931	-85,01504443	551,5119549
-179,3534559	-91,07892075	403,6678294
-78,64109728	-75,08594405	576,5024733
